0.09027678	0.3481516	-0.92966586	0.07976301	
0.09004764	0.3484719	-0.92950517	0.08049206	
0.08986779	0.34879637	-0.9293313	0.08129142	
0.08972234	0.34910324	-0.9291597	0.08209141	
0.08958891	0.34933576	-0.92902476	0.08277346	
0.08947192	0.3494672	-0.9289378	0.08331992	
0.08939743	0.34950715	-0.92888904	0.08377323	
0.08936966	0.34948862	-0.9288646	0.0841515	
0.089383215	0.34943905	-0.928853	0.08447002	
0.089419596	0.3493717	-0.9288483	0.08476135	
0.08948074	0.34930837	-0.9288396	0.08505194	
0.089548826	0.3492647	-0.9288235	0.08533638	
0.08967352	0.3492554	-0.92878914	0.085615754	
0.08981373	0.34931448	-0.9287294	0.08587613	
0.08994882	0.34946606	-0.9286394	0.08609004	
0.0900649	0.3497137	-0.92851907	0.086261585	
0.09015305	0.35003597	-0.92838013	0.086357445	
0.09026814	0.35044524	-0.9282099	0.086406656	
0.09019647	0.35088015	-0.9280654	0.086269796	
0.09006682	0.35125384	-0.9279643	0.08597025	
0.089943096	0.3514585	-0.9279393	0.085532196	
0.08984585	0.35144958	-0.9279995	0.08501635	
0.089836985	0.3511348	-0.9281653	0.084515624	
0.090138406	0.35076028	-0.9283063	0.08420119	
0.09039067	0.3504385	-0.9283977	0.084262386	
0.09065702	0.35015973	-0.9284596	0.08445321	
0.09091087	0.34994912	-0.92849267	0.08468918	
0.0911304	0.3497914	-0.9285142	0.08486903	
0.091267236	0.34968677	-0.92853516	0.084922925	
0.09129037	0.34961888	-0.92856616	0.08483877	
0.09120352	0.34956288	-0.92860913	0.08469277	
0.091076516	0.34948817	-0.92866206	0.08455645	
0.09098908	0.34939054	-0.9287135	0.08449035	
0.0909926	0.349262	-0.92875713	0.08453849	
0.09102288	0.34903342	-0.928808	0.08489111	
0.091011815	0.3489578	-0.9288163	0.08512152	
0.090916805	0.34894288	-0.9288196	0.08524826	
0.090703055	0.34893247	-0.9288362	0.0853375	
0.090406746	0.34895003	-0.9288532	0.08539437	
0.090076126	0.34893528	-0.9288887	0.085418664	
0.08984059	0.34886953	-0.92893547	0.0854265	
0.08974643	0.34874365	-0.9289908	0.085437104	
0.089756295	0.3486166	-0.92903864	0.085426144	
0.089809224	0.34851986	-0.929074	0.08538075	
0.0898782	0.34845784	-0.9290982	0.08529767	
0.089936085	0.34845608	-0.92910314	0.085189305	
0.08990919	0.3487141	-0.9290242	0.085022785	
0.08986936	0.34886602	-0.92897683	0.08495942	
0.089790165	0.3490635	-0.9289186	0.084869064	
0.08972761	0.3492506	-0.9288579	0.08482968	
0.08969123	0.3494467	-0.9287915	0.08478795	
0.08962245	0.34968075	-0.9287073	0.08481687	
0.08950366	0.3499544	-0.92860794	0.084901914	
0.08938115	0.35021082	-0.92851055	0.085039295	
0.08925011	0.35043898	-0.9284232	0.085189775	
0.08928249	0.35043937	-0.928419	0.0852003	
0.08875498	0.35063705	-0.9283784	0.08537981	
0.08854045	0.35046592	-0.92846376	0.08537719	
0.0884479	0.35024834	-0.9285516	0.08541049	
0.08841756	0.34995294	-0.92866075	0.085466586	
0.088368475	0.34964287	-0.92877483	0.08554703	
0.08831799	0.3493968	-0.9288577	0.08570436	
0.08815286	0.3492976	-0.9288979	0.08584251	
0.08779746	0.34941056	-0.92886704	0.0860814	
0.087863445	0.34941956	-0.9288621	0.08603089	
0.08752301	0.3495949	-0.9288109	0.086217806	
0.087336354	0.3497168	-0.9287757	0.086291745	
0.08721416	0.3498046	-0.9287513	0.08632142	
0.0871472	0.3498136	-0.9287572	0.08628923	
0.08716119	0.34972718	-0.928795	0.08621988	
0.08719203	0.34951553	-0.92888	0.08613029	
0.08719423	0.34936854	-0.92894155	0.08606136	
0.08712366	0.34920838	-0.9290106	0.08603638	
0.08696321	0.34908396	-0.92906994	0.0860634	
0.08683603	0.34901714	-0.92909956	0.08614301	
0.086778075	0.34894913	-0.9291198	0.086257994	
0.08675397	0.3488675	-0.92914003	0.08639461	
0.08670523	0.34875786	-0.92916113	0.086658835	
0.08657171	0.34879738	-0.9291443	0.08681343	
0.08644005	0.34891847	-0.9290964	0.08697103	
0.086189486	0.3491143	-0.9290379	0.08705827	
0.08547449	0.3497767	-0.92885417	0.08706548	
0.08549308	0.3497865	-0.9288562	0.08698618	
0.08539754	0.3499816	-0.928797	0.08692742	
0.085326135	0.35014507	-0.92874235	0.08692219	
0.08526036	0.35024655	-0.92869896	0.08704151	
0.08515208	0.3502915	-0.928674	0.08723295	
0.08499418	0.35034156	-0.92863625	0.08758729	
0.08479303	0.3504989	-0.92850834	0.08850416	
0.08466997	0.35064605	-0.92842656	0.088895746	
0.08453459	0.3508483	-0.92833155	0.08921857	
0.08438734	0.35113272	-0.92820656	0.089539126	
0.08421587	0.3514174	-0.92808867	0.08980503	
0.08400278	0.35172826	-0.9279639	0.09007651	
0.08343962	0.35247654	-0.9276568	0.09083501	
0.08314946	0.35286784	-0.9274923	0.091260515	
0.082860835	0.3532589	-0.92732656	0.09169459	
0.08264128	0.35367507	-0.9271475	0.09209761	
0.08244052	0.35410675	-0.92696935	0.092410915	
0.08213965	0.35464734	-0.92676914	0.092614986	
0.0817192	0.3552998	-0.92653644	0.092812404	
0.08137961	0.35585377	-0.9263386	0.09296384	
0.08098419	0.3564983	-0.9260999	0.09321835	
0.08062432	0.35714573	-0.9258462	0.09357059	
0.08039908	0.35760853	-0.9256536	0.093902655	
0.080234885	0.35799718	-0.9254762	0.09430975	
0.08018027	0.35835642	-0.9253021	0.09469995	
0.08011985	0.3586792	-0.9251509	0.09500586	
0.079948366	0.3589901	-0.9250261	0.09518957	
0.079679474	0.35930926	-0.9249151	0.095289916	
0.0793454	0.3596277	-0.92480713	0.095414914	
0.079012826	0.3599151	-0.924708	0.09556827	
0.07864201	0.36020556	-0.9246001	0.095823534	
0.078337036	0.36046597	-0.9244863	0.09619099	
0.07809387	0.36069602	-0.924366	0.09668063	
0.077880226	0.36089087	-0.9242473	0.09725921	
0.07770819	0.3611521	-0.924001	0.09875603	
0.077686965	0.36128187	-0.9238697	0.099522896	
0.077492714	0.36157462	-0.9236985	0.10019916	
0.07733214	0.36195102	-0.92349565	0.100832306	
0.07714288	0.36225757	-0.92334515	0.1012533	
0.07694378	0.36268383	-0.9231482	0.10167314	
0.07679228	0.36316115	-0.92293084	0.1020579	
0.07664777	0.36370233	-0.9226876	0.10243752	
0.0765083	0.36434576	-0.9223994	0.10284965	
0.07642376	0.36505213	-0.92207396	0.10332457	
0.076386735	0.36557323	-0.92182887	0.10369673	
0.07630732	0.36616883	-0.92155796	0.104060374	
0.07613853	0.3668335	-0.921282	0.10428667	
0.075937845	0.36740375	-0.92105335	0.10444514	
0.07565024	0.36806506	-0.9207934	0.104617044	
0.07534033	0.36874616	-0.9205211	0.1048387	
0.07498667	0.3694766	-0.9202238	0.10513	
0.07461926	0.37021902	-0.91991216	0.105506435	
0.07431003	0.3709595	-0.91958475	0.10597606	
0.07407656	0.3717534	-0.91921294	0.10658242	
0.074006096	0.37231472	-0.9189371	0.10704984	
0.073886834	0.3730239	-0.91859424	0.10760346	
0.0735581	0.37392414	-0.918187	0.108178414	
0.07300904	0.3748869	-0.91777736	0.10869355	
0.07234026	0.37583724	-0.91738516	0.1091694	
0.07152859	0.37694088	-0.91692525	0.10976041	
