512	1097
511	1100
510	1101
510	1100
509	1102
508	1103
509	1100
510	1099
509	1099
508	1099
509	1095
509	1095
508	1097
509	1097
509	1098
509	1097
509	1097
510	1096
510	1096
511	1096
511	1098
511	1096
510	1097
510	1097
509	1097
508	1096
509	1094
508	1097
508	1096
507	1098
507	1097
506	1097
506	1099
506	1101
506	1105
507	1111
507	1113
505	1124
505	1129
505	1136
504	1144
504	1148
505	1153
505	1158
504	1164
503	1172
502	1181
502	1190
503	1193
503	1201
503	1212
503	1224
503	1233
503	1241
503	1249
501	1262
500	1271
499	1280
498	1283
496	1289
496	1294
496	1303
495	1318
494	1332
493	1344
491	1357
490	1365
489	1376
488	1384
488	1389
487	1398
486	1408
485	1422
484	1432
482	1443
480	1451
477	1458
474	1464
470	1480
468	1490
465	1501
462	1511
460	1520
457	1533
457	1542
455	1552
454	1560
452	1568
451	1579
449	1583
447	1591
445	1599
443	1603
441	1608
439	1620
437	1631
433	1644
429	1655
427	1663
424	1670
417	1676
414	1680
409	1692
405	1701
399	1710
395	1716
389	1723
384	1728
380	1735
375	1741
370	1745
366	1751
361	1756
356	1759
349	1763
342	1767
335	1772
328	1778
319	1784
311	1791
305	1795
296	1800
287	1806
279	1810
273	1810
267	1811
257	1813
250	1811
246	1808
240	1808
233	1811
229	1812
223	1816
216	1823
210	1823
203	1824
197	1820
190	1820
184	1819
179	1816
175	1813
170	1812
167	1812
166	1807
164	1800
163	1795
164	1788
162	1783
161	1779
161	1775
160	1769
160	1765
161	1758
163	1749
163	1741
164	1736
166	1728
167	1720
169	1713
174	1700
178	1688
180	1678
183	1666
185	1657
186	1649
188	1646
189	1639
189	1632
191	1623
193	1614
196	1604
198	1599
201	1592
205	1585
207	1576
208	1568
211	1557
213	1545
212	1539
212	1532
214	1521
213	1511
213	1499
215	1488
216	1481
217	1473
218	1468
219	1462
219	1456
220	1441
219	1433
219	1425
219	1417
219	1411
219	1402
218	1394
216	1386
213	1378
210	1371
208	1363
205	1356
202	1351
199	1345
196	1340
193	1335
192	1327
191	1319
190	1308
187	1300
185	1292
185	1282
184	1271
182	1258
180	1249
178	1238
176	1227
172	1219
169	1210
167	1200
163	1192
160	1184
159	1173
158	1162
157	1152
157	1142
157	1134
157	1125
157	1115
159	1104
161	1091
162	1080
164	1068
166	1059
166	1047
166	1036
162	1025
162	1014
162	1003
163	992
164	981
165	971
166	962
168	952
171	942
172	931
173	920
177	907
178	893
179	883
181	874
184	865
186	854
185	843
187	834
191	824
193	812
199	802
203	793
205	781
208	771
210	760
212	751
216	743
219	734
224	730
225	716
229	707
232	697
233	687
236	680
239	673
240	665
240	657
239	649
241	641
242	634
241	625
241	617
243	609
245	608
247	598
250	596
251	582
250	569
257	566
261	561
265	561
273	561
278	560
283	554
289	547
295	542
299	529
307	529
320	542
327	534
336	542
339	528
349	522
357	532
361	516
367	513
377	521
380	511
386	509
393	505
400	499
411	498
419	487
428	483
440	486
444	480
452	480
464	480
471	478
480	484
486	471
495	467
508	468
517	468
529	473
538	476
551	489
561	480
572	489
581	483
591	484
601	481
609	481
618	481
628	479
643	487
652	475
658	476
669	485
679	474
688	487
695	484
705	482
712	480
720	487
728	493
736	501
741	499
748	497
757	500
763	495
770	491
780	494
784	501
787	506
789	507
791	515
793	521
795	527
799	535
803	538
805	543
809	557
809	557
813	569
815	580
817	589
820	606
821	617
824	630
824	641
828	653
829	663
832	670
835	678
837	689
840	703
842	710
844	727
848	727
852	731
855	741
858	751
858	757
859	768
860	776
860	790
861	802
860	818
861	835
862	846
863	856
863	870
864	882
865	894
868	920
878	912
874	923
882	931
885	942
888	951
889	962
890	973
891	984
889	998
889	1011
889	1026
890	1039
888	1050
887	1062
886	1073
884	1085
882	1098
879	1110
877	1119
875	1130
874	1141
873	1149
872	1159
871	1169
869	1180
865	1190
864	1200
863	1211
861	1223
859	1235
856	1248
853	1261
851	1275
849	1288
845	1300
840	1314
838	1327
835	1337
832	1352
830	1362
828	1377
827	1393
826	1403
825	1414
824	1425
822	1439
821	1453
820	1468
819	1483
820	1496
821	1504
818	1518
818	1528
815	1545
811	1560
810	1569
806	1583
803	1595
799	1607
794	1617
788	1632
783	1638
776	1648
770	1660
763	1673
755	1687
746	1702
737	1712
727	1727
717	1736
707	1743
696	1745
685	1751
674	1752
665	1752
657	1749
648	1745
641	1744
636	1744
631	1743
626	1743
620	1744
612	1745
607	1744
599	1752
595	1752
591	1752
585	1752
578	1751
571	1748
564	1743
559	1735
553	1728
545	1727
539	1720
535	1712
531	1704
527	1701
525	1695
523	1692
521	1688
518	1684
516	1672
511	1666
509	1658
505	1654
500	1650
498	1643
