590	1005
590	1008
588	1011
589	1009
589	1007
589	1007
587	1007
585	1008
586	1008
585	1010
584	1011
586	1008
586	1007
585	1008
586	1008
586	1008
587	1007
588	1006
588	1006
587	1008
587	1010
588	1011
589	1012
590	1014
589	1016
589	1018
591	1020
591	1027
591	1035
591	1042
590	1049
590	1056
590	1062
589	1068
590	1075
591	1080
592	1083
591	1088
591	1093
592	1100
594	1106
594	1111
593	1117
592	1124
591	1135
590	1148
590	1160
591	1169
591	1175
591	1180
592	1183
593	1186
590	1193
590	1200
591	1206
590	1213
588	1219
587	1221
584	1226
582	1232
583	1236
582	1240
581	1242
581	1246
581	1253
581	1263
581	1269
580	1275
581	1280
581	1285
579	1291
580	1296
581	1301
581	1305
581	1312
582	1320
583	1327
582	1334
580	1342
579	1352
577	1362
576	1370
574	1380
572	1391
571	1402
572	1410
570	1416
570	1421
568	1424
568	1426
567	1429
566	1434
564	1440
563	1448
560	1457
559	1467
558	1478
560	1490
559	1499
559	1506
557	1513
556	1518
556	1523
558	1525
558	1528
555	1532
556	1538
554	1542
551	1545
550	1547
547	1549
546	1552
543	1554
540	1561
537	1564
537	1568
535	1571
530	1574
529	1576
527	1578
526	1583
523	1587
520	1590
516	1592
511	1593
506	1594
499	1595
491	1598
484	1598
478	1597
472	1595
467	1593
462	1592
456	1592
451	1593
444	1594
437	1594
430	1592
423	1593
417	1592
410	1587
402	1585
394	1587
384	1590
376	1592
368	1592
360	1588
352	1586
344	1586
336	1586
329	1586
322	1587
315	1589
310	1589
303	1589
296	1589
290	1592
283	1596
278	1600
271	1604
265	1605
261	1603
258	1601
254	1601
254	1598
249	1596
247	1595
241	1594
238	1590
234	1587
227	1584
223	1578
217	1573
214	1566
210	1560
208	1555
208	1549
208	1545
211	1541
211	1534
212	1526
211	1517
215	1504
216	1492
219	1482
220	1475
220	1465
220	1455
221	1444
223	1431
226	1418
227	1408
229	1399
232	1392
234	1386
236	1379
237	1370
237	1362
240	1354
244	1343
246	1332
247	1322
247	1314
247	1307
247	1303
247	1298
247	1290
245	1284
245	1277
246	1269
244	1263
241	1257
241	1246
240	1235
238	1226
238	1218
237	1212
234	1206
232	1200
231	1192
228	1183
227	1174
227	1164
228	1152
229	1141
230	1132
231	1123
231	1113
232	1105
233	1096
234	1087
237	1077
237	1068
236	1060
236	1052
235	1043
234	1034
234	1023
233	1009
231	997
230	986
227	976
225	968
225	959
226	949
226	940
226	933
224	928
224	924
226	917
229	907
230	898
232	891
233	881
235	871
238	863
240	853
241	846
242	837
239	829
234	824
235	816
235	807
234	799
233	788
231	776
227	767
224	758
222	747
220	738
216	730
214	724
213	717
211	705
206	698
201	695
198	688
199	680
201	671
198	661
193	651
194	637
196	621
194	608
191	594
191	575
192	557
192	546
191	535
190	525
188	522
187	516
187	510
190	504
190	499
192	493
196	485
195	476
197	472
197	461
200	455
201	447
202	436
205	423
208	412
209	404
208	400
208	396
208	386
214	376
214	370
219	365
224	359
227	355
232	355
240	350
248	344
258	341
265	335
273	332
284	331
290	328
294	325
302	325
308	321
312	321
320	319
327	315
335	313
344	312
355	309
365	308
373	305
382	301
390	298
400	296
409	296
417	296
424	296
431	298
440	298
446	296
455	299
461	301
465	302
475	301
483	303
488	301
498	300
508	298
520	293
532	288
541	286
550	283
560	281
568	284
576	287
581	288
588	290
598	287
606	283
612	283
623	282
635	280
645	283
654	285
664	287
673	288
682	287
690	284
696	283
705	283
712	282
717	281
719	282
724	280
728	280
732	282
737	285
747	287
756	289
761	294
763	299
768	302
773	303
778	304
780	306
781	312
784	322
786	327
790	331
794	338
794	343
794	347
795	354
796	359
798	365
800	370
800	375
802	382
803	389
806	393
807	399
809	405
814	412
815	421
817	429
819	439
821	450
823	461
828	469
831	480
831	495
831	514
831	530
832	539
833	549
834	562
833	573
832	581
834	591
834	604
834	612
836	619
837	629
835	641
835	653
836	664
836	672
835	680
835	687
833	694
832	700
833	707
833	715
832	723
830	731
831	741
834	753
836	767
837	780
835	792
834	806
833	820
833	835
836	849
838	863
834	879
831	894
830	906
832	916
835	927
834	939
832	953
831	969
831	983
830	997
831	1009
830	1020
828	1031
824	1043
822	1057
819	1074
816	1090
814	1104
813	1113
811	1119
809	1126
807	1135
807	1142
808	1152
808	1161
810	1172
810	1184
813	1197
815	1207
816	1214
816	1223
819	1234
820	1245
820	1254
817	1264
816	1273
815	1284
816	1296
815	1306
814	1316
813	1325
814	1333
813	1345
812	1355
811	1362
812	1373
814	1387
816	1400
816	1412
816	1421
818	1428
819	1437
819	1447
818	1456
817	1465
818	1475
818	1483
817	1495
818	1507
816	1517
815	1530
814	1543
815	1552
811	1563
808	1572
808	1577
806	1582
803	1586
801	1592
798	1600
793	1608
792	1618
790	1631
785	1642
780	1646
780	1650
775	1654
770	1659
760	1660
758	1659
752	1652
748	1649
744	1645
738	1643
731	1642
720	1640
716	1637
710	1631
703	1622
699	1619
691	1619
688	1618
682	1617
676	1618
671	1613
663	1603
656	1595
650	1586
642	1578
633	1573
623	1568
615	1561
608	1554
600	1544
593	1536
586	1533
578	1532
570	1532
562	1531
553	1528
544	1522
535	1520
528	1514
521	1506
511	1501
503	1497
493	1491
