545	1072
545	1073
544	1072
543	1071
543	1072
543	1072
542	1072
541	1072
542	1072
543	1073
542	1073
542	1072
542	1072
541	1074
541	1075
541	1074
542	1074
542	1073
541	1072
541	1073
540	1075
539	1076
539	1074
538	1074
538	1076
537	1078
536	1080
537	1081
537	1081
536	1080
535	1079
535	1079
535	1080
535	1081
535	1081
535	1082
535	1082
534	1083
534	1085
534	1087
532	1090
530	1090
527	1089
524	1091
521	1096
517	1101
512	1105
508	1107
502	1109
495	1112
490	1114
484	1118
477	1122
471	1126
464	1129
458	1130
452	1128
446	1128
441	1130
436	1134
431	1136
424	1138
418	1140
413	1145
408	1150
400	1154
393	1160
388	1166
382	1171
376	1177
370	1183
363	1187
357	1190
352	1192
345	1197
338	1203
333	1209
326	1217
319	1223
313	1228
307	1235
302	1242
296	1250
291	1257
285	1264
280	1270
275	1277
270	1281
263	1283
258	1288
254	1296
250	1304
245	1313
241	1321
237	1328
233	1335
231	1340
229	1345
227	1353
224	1361
221	1368
219	1376
217	1384
216	1391
214	1400
214	1407
213	1414
213	1424
213	1435
214	1443
215	1452
215	1461
216	1471
216	1480
217	1490
219	1501
218	1513
219	1526
219	1538
216	1549
219	1559
216	1566
218	1574
220	1581
225	1589
224	1597
229	1605
227	1613
233	1619
230	1623
232	1628
234	1634
241	1641
241	1648
249	1653
250	1657
252	1661
255	1664
261	1666
267	1667
275	1672
275	1677
280	1680
290	1680
293	1680
299	1683
304	1685
310	1687
320	1689
326	1691
328	1692
334	1692
339	1691
346	1691
352	1690
358	1690
366	1694
374	1693
384	1695
389	1694
390	1693
400	1695
402	1696
408	1699
410	1702
419	1701
420	1700
424	1700
433	1700
432	1700
435	1703
444	1702
446	1698
450	1697
458	1697
465	1698
474	1699
476	1697
487	1695
492	1691
501	1691
510	1691
519	1690
527	1690
540	1688
548	1686
557	1687
566	1686
573	1688
580	1688
588	1685
591	1681
598	1679
606	1677
615	1674
622	1669
630	1663
636	1657
639	1651
650	1650
656	1651
661	1650
667	1647
673	1645
677	1646
683	1645
688	1644
694	1643
700	1639
706	1637
710	1636
715	1636
717	1633
725	1626
730	1620
734	1616
738	1613
740	1609
742	1603
741	1597
747	1593
749	1588
751	1584
753	1579
756	1573
759	1567
762	1561
766	1556
771	1553
775	1546
778	1537
782	1530
784	1523
791	1518
794	1511
797	1506
800	1500
801	1493
803	1488
803	1481
802	1475
801	1469
801	1460
799	1450
797	1441
796	1434
794	1431
793	1428
790	1421
788	1416
786	1410
785	1403
784	1398
782	1391
781	1385
778	1380
775	1373
772	1366
770	1359
768	1352
767	1343
766	1337
764	1331
762	1324
760	1316
757	1307
755	1298
751	1291
748	1285
744	1280
740	1275
737	1272
733	1267
730	1262
725	1257
721	1253
717	1247
712	1240
707	1235
703	1229
697	1222
692	1214
688	1206
683	1199
679	1192
674	1184
669	1178
664	1174
660	1170
654	1166
650	1161
644	1157
637	1154
631	1150
624	1145
618	1140
611	1133
604	1125
597	1117
592	1112
588	1109
583	1105
578	1100
574	1094
571	1090
567	1085
562	1078
557	1071
552	1064
548	1058
543	1054
537	1050
532	1042
528	1033
522	1024
517	1015
513	1007
510	1001
505	996
499	991
494	987
489	983
483	975
475	966
467	958
459	951
451	946
445	941
440	938
436	936
431	930
424	921
417	914
410	911
404	909
398	905
393	901
388	896
382	891
375	883
367	874
359	867
352	861
346	854
339	849
331	845
324	838
316	831
310	822
303	812
296	803
292	797
290	792
287	787
284	782
280	775
276	767
271	761
267	756
262	751
259	744
257	736
255	728
253	720
251	711
248	701
247	691
246	680
244	670
243	658
240	648
239	642
237	633
234	622
232	612
230	602
228	591
224	580
220	567
217	557
215	549
215	545
215	540
211	533
208	526
210	519
211	512
213	507
219	504
227	501
231	495
236	487
244	476
250	466
256	461
264	455
273	449
281	443
290	438
298	431
302	425
307	420
316	415
324	413
330	410
338	406
345	401
351	395
360	389
369	385
379	379
388	375
396	375
407	375
419	374
430	371
440	367
449	368
459	369
468	370
475	371
484	372
495	370
504	369
512	367
521	367
531	369
540	373
550	376
560	379
571	378
582	376
593	376
604	381
615	386
625	394
637	400
648	403
655	408
662	415
669	422
676	429
682	435
688	440
694	443
701	447
705	455
712	459
718	464
725	471
731	475
736	478
740	484
745	488
749	491
753	495
756	501
759	509
763	514
765	518
769	521
773	525
778	532
781	540
786	546
792	552
797	557
804	561
811	571
818	581
822	591
827	599
833	607
839	619
845	631
849	641
855	652
860	662
864	670
866	680
869	691
869	702
868	714
867	725
866	734
864	739
862	745
858	753
854	759
851	763
849	770
847	778
843	784
841	791
839	797
836	803
832	811
827	819
821	825
818	831
