0.20035885	0.77964777	-0.43628183	0.40207466
0.2002194	0.77969885	-0.4361976	0.40213642
0.20005782	0.77969605	-0.43613082	0.40229443
0.19990365	0.77965	-0.43611255	0.40248024
0.19976123	0.77958864	-0.4361442	0.40263554
0.19965938	0.7795313	-0.4362153	0.40272012
0.19960257	0.7794832	-0.4363124	0.4027359
0.19957222	0.779468	-0.43639314	0.4026928
0.19955501	0.77948904	-0.43643728	0.40261304
0.19955796	0.77953964	-0.43643582	0.40251496
0.19955494	0.77962595	-0.43638644	0.40240273
0.19954182	0.77973557	-0.43629876	0.4022919
0.1995461	0.77982503	-0.4362118	0.402211
0.19960546	0.7798767	-0.43617448	0.40212145
0.1996976	0.7798941	-0.43619877	0.40201592
0.19982421	0.7798563	-0.43629044	0.4019269
0.19994764	0.77978504	-0.4364234	0.40185955
0.20003295	0.77971303	-0.43654662	0.40182266
0.20006277	0.7796516	-0.43664026	0.40182543
0.20005238	0.7795869	-0.4367332	0.40185508
0.20001644	0.7795083	-0.43683225	0.4019178
0.19992927	0.7794346	-0.43690115	0.40202916
0.19980817	0.77939665	-0.4369054	0.40215832
0.199678	0.77940565	-0.43683773	0.40227908
0.19956125	0.7794458	-0.43671855	0.4023887
0.19945155	0.7795062	-0.4365796	0.4024766
0.1993495	0.7795643	-0.43644357	0.40256232
0.19926438	0.7796052	-0.43633902	0.40263832
0.19919235	0.77960837	-0.43628326	0.40272832
0.19915406	0.77957577	-0.4362912	0.40280172
0.19914597	0.7795144	-0.43636304	0.4028471
0.19917303	0.7794545	-0.4364771	0.40282562
0.19924553	0.7794072	-0.43658295	0.40276662
0.19938022	0.7793443	-0.43665138	0.40274754
0.19962567	0.7792929	-0.43661904	0.4027604
0.19977313	0.77925664	-0.43657678	0.40280324
0.19987996	0.7792665	-0.43646437	0.40285292
0.1999021	0.7793023	-0.43630892	0.40294135
0.19980381	0.7793457	-0.43618917	0.40303555
0.19957162	0.77940917	-0.4360368	0.4031931
0.19936629	0.779445	-0.43592954	0.4033411
0.19916725	0.7794695	-0.43583488	0.40349436
0.19902179	0.7794797	-0.43575937	0.403628
0.19891949	0.7794845	-0.43567583	0.4037593
0.19886157	0.7794809	-0.43559018	0.40388733
0.19883339	0.7794796	-0.43548378	0.4040184
0.19879892	0.7794978	-0.43536577	0.40412748
0.19872972	0.7795445	-0.4352358	0.40421125
0.1986917	0.7795897	-0.43513578	0.40425032
0.19863227	0.7796548	-0.4350329	0.40426475
0.19859754	0.77970403	-0.43496314	0.40426195
0.19860181	0.7797351	-0.4349251	0.40424094
0.19866201	0.7797403	-0.43492383	0.4042027
0.19876179	0.7797168	-0.43494993	0.40417093
0.19888644	0.7796599	-0.43499127	0.40417507
0.1990008	0.77959067	-0.43503448	0.40420547
0.19911018	0.77952856	-0.43507007	0.40423316
0.19922413	0.7794652	-0.43510136	0.40426558
0.19935274	0.7794052	-0.43511963	0.4042981
0.199477	0.77937007	-0.43510616	0.40431893
0.1996054	0.7794061	-0.43500736	0.4042924
0.19970095	0.7794513	-0.4348869	0.40428793
0.19977172	0.7795099	-0.43473876	0.404299
0.19982336	0.7795663	-0.43458822	0.40432662
0.19984068	0.779631	-0.4344349	0.40435815
0.19980694	0.77969384	-0.43430656	0.40439162
0.19974147	0.77976066	-0.43419534	0.40441462
0.19968611	0.77981406	-0.43408543	0.404457
0.19966517	0.7798653	-0.4339883	0.40447265
0.19967903	0.77990204	-0.43391806	0.40447032
0.19972177	0.7799293	-0.43385953	0.40445954
0.19976597	0.77996	-0.43379623	0.4044464
0.19980189	0.7800072	-0.43371335	0.40442652
0.19981183	0.78008497	-0.43360472	0.40438807
0.19980705	0.78018737	-0.4334792	0.40432754
0.19979651	0.78029597	-0.4333492	0.40426248
0.19980468	0.78040415	-0.43322378	0.4041837
0.19984527	0.78048736	-0.43312573	0.404108
0.19991192	0.7805414	-0.4330389	0.40406406
0.19997878	0.780561	-0.43296874	0.40406838
0.20000093	0.7805453	-0.432926	0.4041334
0.19997072	0.7805036	-0.43290803	0.40424818
0.19989505	0.78044325	-0.43290323	0.40440688
0.19978014	0.7803962	-0.43288687	0.40457225
0.19965191	0.78040403	-0.43282628	0.40468535
0.19954187	0.7804703	-0.43269393	0.40475318
0.19948046	0.78058547	-0.43248832	0.40478113
0.19945681	0.7807408	-0.43221816	0.40478185
0.19944751	0.78093374	-0.43188623	0.40476874
0.1994244	0.7811424	-0.43152046	0.40476707
0.19937162	0.78133965	-0.4311607	0.40479597
0.19929112	0.7815026	-0.43082932	0.40487373
0.19919485	0.78163385	-0.43052125	0.40499565
0.19912905	0.78172326	-0.4302577	0.4051352
0.19912107	0.78175133	-0.4300586	0.40529653
0.19919	0.7817612	-0.42989826	0.40541375
0.19937408	0.7817455	-0.42978737	0.4054713
0.19962026	0.7817068	-0.42966884	0.4055504
0.19981036	0.7816774	-0.42958605	0.4056009
0.20004134	0.78161675	-0.429472	0.405725
0.2002365	0.78155345	-0.42933705	0.40589347
0.2003777	0.78150785	-0.42914096	0.40611872
0.20041746	0.78153616	-0.42885613	0.40634528
0.20037088	0.781634	-0.42848092	0.4065761
0.20025	0.7817628	-0.4280529	0.40683854
0.2000815	0.78188956	-0.42760026	0.40715376
0.19989312	0.7819837	-0.42715216	0.40753594
0.19967002	0.7820309	-0.42674604	0.4079796
0.19941932	0.7820128	-0.42643133	0.40846565
0.19913295	0.7819285	-0.42618454	0.4090241
0.19883235	0.78179353	-0.4260065	0.40961343
0.19856006	0.7816407	-0.4258945	0.4101533
0.19831125	0.78148407	-0.4258187	0.4106505
0.1981413	0.7813316	-0.425761	0.41108212
0.19807361	0.78116924	-0.42569196	0.41149464
0.1980967	0.78102696	-0.42555708	0.4118932
0.19819736	0.7809344	-0.4253357	0.41224864
0.1984777	0.7808465	-0.4249004	0.41272882
0.19847043	0.7808636	-0.42490503	0.41269523
0.19885561	0.78072476	-0.4242289	0.4134672
0.19896804	0.78062695	-0.42385837	0.41397747
0.19902179	0.78049093	-0.4235696	0.41450337
0.19899474	0.7803319	-0.4233077	0.41508293
0.19894312	0.7801581	-0.42309064	0.41565555
