IMG_20250616_185942.jpg	0.39788577	0.78984576	0.46672338	0.43585688	-0.6103895	0.6614029	0.8072892	-0.05973828	-0.58712506
IMG_20250616_185947.jpg	0.31901804	0.9062393	0.2774127	0.49658036	-0.4091427	0.76551306	0.80723935	-0.10645476	-0.5805446
IMG_20250616_185952.jpg	0.21980979	0.9726025	0.07568422	0.5437546	-0.18656228	0.8182454	0.8099474	-0.13870475	-0.56986535
IMG_20250616_185957.jpg	0.15461296	0.98333436	0.09564763	0.41213363	-0.15218014	0.8983247	0.89790916	-0.09947309	-0.42879426
IMG_20250616_190002.jpg	0.22674829	0.9254196	0.30361784	0.3516609	-0.36849922	0.86054814	0.90825105	-0.08835736	-0.4089906
IMG_20250616_190007.jpg	0.28378588	0.7953832	0.53556603	0.27656385	-0.6026862	0.74851966	0.9181383	-0.064301044	-0.39100805
IMG_20250616_190012.jpg	0.34151185	0.59769356	0.72534966	0.21081236	-0.8007978	0.5606078	0.91593003	-0.038541585	-0.39948317
IMG_20250616_190017.jpg	0.468006	0.3557921	0.8089389	0.15101784	-0.93410784	0.32347435	0.87072605	-0.02922368	-0.4908989
IMG_20250616_190022.jpg	0.65293264	0.2871335	0.70088047	0.1717941	-0.95738316	0.2321747	0.73767596	-0.031187356	-0.67443466
IMG_20250616_190027.jpg	0.7684377	0.29305983	0.5688757	0.23389828	-0.9560907	0.17658597	0.59564686	-0.0026362985	-0.8032424
IMG_20250616_190032.jpg	0.67383	0.54318553	0.5009019	0.40992445	-0.8388389	0.3582055	0.61474806	-0.03603767	-0.78789973
IMG_20250616_190037.jpg	0.5462705	0.7485878	0.37577242	0.539638	-0.6576474	0.52563345	0.6406086	-0.084356934	-0.7632197
IMG_20250616_190042.jpg	0.34546638	0.91640055	0.20214656	0.67009676	-0.3916974	0.6305107	0.6569805	-0.08236256	-0.7493954
IMG_20250616_190047.jpg	0.18341586	0.98218954	0.040775627	0.72682035	-0.16342285	0.66710234	0.6618844	-0.09272069	-0.74384975
IMG_20250616_190052.jpg	0.15591979	0.9867332	0.04524228	0.63991404	-0.13579619	0.7563529	0.75246215	-0.088979304	-0.6525978
IMG_20250616_190057.jpg	0.29308856	0.9211271	0.25617155	0.55220175	-0.38181794	0.74113977	0.7804948	-0.07576117	-0.62055445
IMG_20250616_190102.jpg	0.49124378	0.60200775	0.62949693	0.3622762	-0.79844874	0.4808702	0.7921084	-0.008172825	-0.6103262
IMG_20250616_190107.jpg	0.38311	0.7208607	0.57756966	0.3380945	-0.69131976	0.63856834	0.85960394	-0.04936886	-0.5085707
IMG_20250616_190112.jpg	0.24981943	0.90449643	0.34565395	0.39806736	-0.4213474	0.8148675	0.882685	-0.06597626	-0.46531135
IMG_20250616_190117.jpg	0.28984827	0.9243452	0.24814045	0.6065989	-0.37796903	0.6994118	0.7402875	-0.05220151	-0.6702605
IMG_20250616_190122.jpg	0.47607896	0.6844709	0.5521309	0.46466163	-0.7288387	0.5028756	0.746618	0.01714547	-0.66503215
